student_id,riasec_r_item_1,riasec_r_item_2,riasec_r_item_3,riasec_r_item_4,riasec_r_item_5,riasec_r_item_6,riasec_r_item_7,riasec_r_item_8,riasec_r_item_9,riasec_r_item_10,riasec_r_item_11,riasec_r_item_12,riasec_i_item_1,riasec_i_item_2,riasec_i_item_3,riasec_i_item_4,riasec_i_item_5,riasec_i_item_6,riasec_i_item_7,riasec_i_item_8,riasec_i_item_9,riasec_i_item_10,riasec_i_item_11,riasec_i_item_12,riasec_a_item_1,riasec_a_item_2,riasec_a_item_3,riasec_a_item_4,riasec_a_item_5,riasec_a_item_6,riasec_a_item_7,riasec_a_item_8,riasec_a_item_9,riasec_a_item_10,riasec_a_item_11,riasec_a_item_12,riasec_s_item_1,riasec_s_item_2,riasec_s_item_3,riasec_s_item_4,riasec_s_item_5,riasec_s_item_6,riasec_s_item_7,riasec_s_item_8,riasec_s_item_9,riasec_s_item_10,riasec_s_item_11,riasec_s_item_12,riasec_e_item_1,riasec_e_item_2,riasec_e_item_3,riasec_e_item_4,riasec_e_item_5,riasec_e_item_6,riasec_e_item_7,riasec_e_item_8,riasec_e_item_9,riasec_e_item_10,riasec_e_item_11,riasec_e_item_12,riasec_c_item_1,riasec_c_item_2,riasec_c_item_3,riasec_c_item_4,riasec_c_item_5,riasec_c_item_6,riasec_c_item_7,riasec_c_item_8,riasec_c_item_9,riasec_c_item_10,riasec_c_item_11,riasec_c_item_12,academic_bahasa_indonesia,academic_bahasa_inggris,academic_matematika,academic_informatika,academic_ipa,academic_ips,academic_ppkn,academic_pjok,academic_seni,program_id,program_name
STU_04396,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,,3.0,3.0,3.0,4.0,95.7,88.9,74.9,70.0,,85.3,96.4,73.7,81.1,33.0,Pendidikan Keagamaan Islam
STU_04664,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,93.6,85.4,70.0,85.3,74.4,82.8,79.4,70.0,70.0,12.0,Ilmu Komunikasi
STU_03893,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,,,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,78.4,70.0,,78.2,76.4,87.1,72.6,70.0,79.6,66.0,Teknik Pertambangan
STU_01988,3.0,3.0,4.0,3.0,3.0,1.0,3.0,,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,75.9,92.4,79.2,70.0,73.9,79.1,78.1,70.2,86.1,41.0,Pendidikan Seni Rupa
STU_04092,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,71.8,75.3,81.6,85.6,80.6,70.2,91.1,73.6,77.7,9.0,Geografi
STU_01628,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,70.5,87.2,70.0,83.5,79.6,85.9,88.7,78.1,70.0,15.0,Manajemen
STU_03610,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,70.0,77.3,93.5,90.4,86.0,70.0,78.0,74.0,70.0,48.0,Pendidikan Teknik Mesin
STU_02129,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,74.6,70.0,91.3,85.8,70.0,80.6,95.5,70.0,76.1,54.0,Perpustakaan Dan Ilmu Informasi
STU_02522,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,70.2,70.0,85.5,82.6,79.7,77.0,71.8,83.6,83.9,48.0,Pendidikan Teknik Mesin
STU_04114,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,5.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,73.6,70.0,87.4,90.7,93.3,75.3,77.4,77.8,76.7,68.0,Teknik Sipil Bangunan Gedung
STU_01238,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,84.6,74.1,80.7,86.7,84.8,70.0,70.0,75.1,76.7,60.0,Teknik Elektro Industri
STU_00676,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,70.0,78.8,81.2,89.3,87.0,73.8,71.6,80.5,73.5,62.0,Teknik Geologi
STU_03211,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,70.0,79.6,100.0,78.0,70.6,90.2,85.4,70.0,70.4,10.0,Ilmu Administrasi Negara
STU_00131,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,79.4,80.2,75.1,77.0,70.0,81.7,73.3,79.9,91.3,40.0,Pendidikan Seni Drama Tari Dan Musik
STU_01091,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,86.5,76.1,80.9,94.2,90.1,82.4,71.6,80.2,72.2,25.0,Pendidikan Biologi
STU_04252,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,70.0,85.9,75.8,77.1,78.8,89.5,96.4,74.4,73.1,17.0,Manajemen Perdagangan
STU_02260,4.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,75.5,74.1,83.9,92.5,85.8,88.5,79.8,84.2,70.0,68.0,Teknik Sipil Bangunan Gedung
STU_03845,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,,2.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,70.1,77.8,84.4,82.5,86.7,84.2,,82.2,70.0,19.0,Pariwisata
STU_04118,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,71.9,80.1,84.1,86.9,80.6,,70.0,74.3,,44.0,Pendidikan Teknik Bangunan
STU_04820,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,71.3,86.8,79.8,70.0,83.6,89.4,85.7,72.5,75.3,11.0,Ilmu Hukum
STU_03178,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,,2.0,2.0,4.0,3.0,2.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,76.7,,77.2,76.7,75.3,83.3,,74.0,70.8,17.0,Manajemen Perdagangan
STU_04828,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,,1.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,74.4,81.7,87.8,91.2,87.3,70.0,75.8,71.2,70.0,58.0,Statistika
STU_03922,3.0,1.0,2.0,2.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,77.4,,70.0,73.3,82.9,92.3,89.1,73.9,75.5,18.0,Manajemen Perhotelan
STU_01208,4.0,4.0,4.0,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,82.2,85.8,91.1,78.7,89.8,79.3,83.2,73.1,70.0,44.0,Pendidikan Teknik Bangunan
STU_03226,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,77.7,89.2,91.5,78.3,76.3,78.8,83.6,77.9,71.8,10.0,Ilmu Administrasi Negara
STU_00286,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,78.9,74.5,80.3,74.2,76.8,79.3,76.9,84.1,70.0,2.0,Agrobisnis
STU_03467,3.0,3.0,3.0,3.0,4.0,,3.0,2.0,4.0,4.0,,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,77.9,71.1,88.4,86.7,91.1,78.6,70.0,72.2,79.1,61.0,Teknik Elektronika
STU_03307,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,73.4,70.0,95.2,84.1,97.1,83.5,,76.8,78.9,13.0,Informatika
STU_00799,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,79.6,87.6,88.5,74.2,79.2,81.3,81.1,70.0,94.1,50.0,Pendidikan Vokasional Seni Kuliner
STU_03291,4.0,3.0,5.0,5.0,,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,77.4,80.2,77.0,81.7,84.7,74.7,73.0,73.3,71.6,48.0,Pendidikan Teknik Mesin
STU_02530,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,88.6,76.2,70.0,70.0,75.8,77.6,88.9,70.0,73.3,12.0,Ilmu Komunikasi
STU_02170,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,76.0,85.2,88.4,92.9,100.0,73.4,71.3,78.3,70.0,70.0,Teknologi Rekayasa Sistem Elektronika
STU_02818,1.0,,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,80.9,78.5,,81.6,70.0,85.2,85.3,70.0,72.1,22.0,Pendidikan Bahasa Inggris
STU_03203,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,71.7,74.3,74.8,70.0,72.7,77.6,97.2,70.0,70.0,12.0,Ilmu Komunikasi
STU_00560,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,78.7,78.6,79.8,73.1,70.0,82.7,90.1,72.6,74.6,32.0,Pendidikan Ilmu Pengetahuan Sosial
STU_03189,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,73.5,70.0,92.6,97.3,99.1,76.3,70.0,71.2,80.2,36.0,Pendidikan Matematika
STU_03585,4.0,3.0,2.0,3.0,3.0,,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,78.1,91.8,73.6,74.0,83.0,84.8,81.7,86.0,77.4,37.0,Pendidikan Non Formal
STU_02800,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,70.0,79.7,74.4,74.2,79.5,92.3,90.6,70.0,,12.0,Ilmu Komunikasi
