student_id,riasec_r_item_1,riasec_r_item_2,riasec_r_item_3,riasec_r_item_4,riasec_r_item_5,riasec_r_item_6,riasec_r_item_7,riasec_r_item_8,riasec_r_item_9,riasec_r_item_10,riasec_r_item_11,riasec_r_item_12,riasec_i_item_1,riasec_i_item_2,riasec_i_item_3,riasec_i_item_4,riasec_i_item_5,riasec_i_item_6,riasec_i_item_7,riasec_i_item_8,riasec_i_item_9,riasec_i_item_10,riasec_i_item_11,riasec_i_item_12,riasec_a_item_1,riasec_a_item_2,riasec_a_item_3,riasec_a_item_4,riasec_a_item_5,riasec_a_item_6,riasec_a_item_7,riasec_a_item_8,riasec_a_item_9,riasec_a_item_10,riasec_a_item_11,riasec_a_item_12,riasec_s_item_1,riasec_s_item_2,riasec_s_item_3,riasec_s_item_4,riasec_s_item_5,riasec_s_item_6,riasec_s_item_7,riasec_s_item_8,riasec_s_item_9,riasec_s_item_10,riasec_s_item_11,riasec_s_item_12,riasec_e_item_1,riasec_e_item_2,riasec_e_item_3,riasec_e_item_4,riasec_e_item_5,riasec_e_item_6,riasec_e_item_7,riasec_e_item_8,riasec_e_item_9,riasec_e_item_10,riasec_e_item_11,riasec_e_item_12,riasec_c_item_1,riasec_c_item_2,riasec_c_item_3,riasec_c_item_4,riasec_c_item_5,riasec_c_item_6,riasec_c_item_7,riasec_c_item_8,riasec_c_item_9,riasec_c_item_10,riasec_c_item_11,riasec_c_item_12,academic_bahasa_indonesia,academic_bahasa_inggris,academic_matematika,academic_informatika,academic_ipa,academic_ips,academic_ppkn,academic_pjok,academic_seni,program_id,program_name,academic_logika,academic_bahasa,academic_sains,academic_sosial,academic_praktik,riasec_r_raw,riasec_i_raw,riasec_a_raw,riasec_s_raw,riasec_e_raw,riasec_c_raw,riasec_primary_type,riasec_primary_score,riasec_secondary_type,riasec_secondary_score,riasec_third_type,riasec_third_score,academic_overall,academic_performance_level,riasec_r_raw_scaled,riasec_i_raw_scaled,riasec_a_raw_scaled,riasec_s_raw_scaled,riasec_e_raw_scaled,riasec_c_raw_scaled,faculty_name
STU_01510,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,70.1,90.6,82.4,76.8,70.0,94.9,82.6,74.7,72.8,29.0,Pendidikan Guru Pendidikan Anak Usia Dini,79.6,80.35,70.0,88.75,73.75,23.0,34.0,37.0,49.0,41.0,40.0,S,49.0,E,41.0,C,40.0,79.43333333333334,High,22.916666666666664,45.83333333333333,52.083333333333336,77.08333333333334,60.416666666666664,58.333333333333336,Fakultas Ilmu Pendidikan
STU_02284,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,78.4,87.4,70.0,70.0,72.1,82.3,72.6,70.0,96.4,40.0,Pendidikan Seni Drama Tari Dan Musik,70.0,82.9,72.1,77.44999999999999,83.2,26.0,29.0,44.0,43.0,44.0,28.0,A,44.0,A,44.0,S,43.0,77.68888888888888,High,29.166666666666668,35.41666666666667,66.66666666666666,64.58333333333334,66.66666666666666,33.33333333333333,Fakultas Bahasa Dan Seni
STU_00143,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,72.0,75.0,82.4,83.8,85.8,76.4,76.4,70.0,76.4,60.0,Teknik Elektro Industri,83.1,73.5,85.8,76.4,73.2,40.0,46.0,20.0,21.0,30.0,34.0,I,46.0,R,40.0,C,34.0,77.57777777777777,High,58.333333333333336,70.83333333333334,16.666666666666664,18.75,37.5,45.83333333333333,Fakultas Teknik
STU_04569,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,77.7,90.2,79.0,75.6,76.0,88.9,80.5,73.2,70.2,37.0,Pendidikan Non Formal,77.3,83.95,76.0,84.7,71.7,28.0,39.0,33.0,42.0,45.0,42.0,E,45.0,S,42.0,C,42.0,79.03333333333335,High,33.33333333333333,56.25,43.75,62.5,68.75,62.5,Fakultas Ilmu Pendidikan
STU_02841,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,70.0,75.4,80.6,81.8,77.4,83.8,89.6,70.2,70.0,18.0,Manajemen Perhotelan,81.19999999999999,72.7,77.4,86.69999999999999,70.1,31.0,35.0,36.0,49.0,47.0,44.0,S,49.0,E,47.0,C,44.0,77.64444444444445,High,39.58333333333333,47.91666666666667,50.0,77.08333333333334,72.91666666666666,66.66666666666666,Fakultas Pariwisata Dan Perhotelan
STU_00576,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,74.7,71.1,82.4,95.2,71.2,79.0,75.7,83.9,72.6,31.0,Pendidikan Ilmu Pengetahuan Alam,88.80000000000001,72.9,71.2,77.35,78.25,30.0,43.0,31.0,41.0,32.0,36.0,I,43.0,S,41.0,C,36.0,78.42222222222223,High,37.5,64.58333333333334,39.58333333333333,60.416666666666664,41.66666666666667,50.0,Fakultas Matematika Dan IPA
STU_04630,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,70.0,91.8,85.0,74.5,77.6,70.0,77.2,77.0,70.0,4.0,Akuntansi,79.75,80.9,77.6,73.6,73.5,29.0,33.0,24.0,32.0,45.0,51.0,C,51.0,E,45.0,I,33.0,77.01111111111112,High,35.41666666666667,43.75,25.0,41.66666666666667,68.75,81.25,Fakultas Ekonomi Dan Bisnis
STU_02021,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,76.2,77.1,79.0,86.2,73.3,80.3,91.7,73.0,77.8,6.0,Bahasa Dan Sastra Inggris,82.6,76.65,73.3,86.0,75.4,24.0,33.0,35.0,45.0,37.0,38.0,S,45.0,C,38.0,E,37.0,79.4,High,25.0,43.75,47.91666666666667,68.75,52.083333333333336,54.166666666666664,Fakultas Bahasa Dan Seni
STU_02250,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,70.0,86.1,74.6,75.4,71.0,89.6,90.2,70.0,70.0,24.0,Pendidikan Bahasa Jepang,75.0,78.05,71.0,89.9,70.0,22.0,38.0,34.0,48.0,33.0,38.0,S,48.0,I,38.0,C,38.0,77.43333333333334,High,20.833333333333336,54.166666666666664,45.83333333333333,75.0,43.75,54.166666666666664,Fakultas Bahasa Dan Seni
STU_01179,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,84.0,91.8,73.5,71.7,77.1,88.5,82.8,74.5,77.5,29.0,Pendidikan Guru Pendidikan Anak Usia Dini,72.6,87.9,77.1,85.65,76.0,28.0,30.0,37.0,49.0,34.0,39.0,S,49.0,C,39.0,A,37.0,80.15555555555555,High,33.33333333333333,37.5,52.083333333333336,77.08333333333334,45.83333333333333,56.25,Fakultas Ilmu Pendidikan
STU_02681,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,75.2,80.8,90.7,77.2,71.8,98.3,84.1,80.9,71.7,14.0,Keperawatan,83.95,78.0,71.8,91.19999999999999,76.30000000000001,28.0,48.0,38.0,44.0,39.0,43.0,I,48.0,S,44.0,C,43.0,81.1888888888889,High,33.33333333333333,75.0,54.166666666666664,66.66666666666666,56.25,64.58333333333334,Fakultas Psikologi Dan Kesehatan
STU_01829,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,81.0,70.0,87.9,87.9,87.8,81.2,71.5,72.1,74.6,67.0,Teknik Sipil,87.9,75.5,87.8,76.35,73.35,45.0,43.0,22.0,26.0,36.0,36.0,R,45.0,I,43.0,C,36.0,79.33333333333333,High,68.75,64.58333333333334,20.833333333333336,29.166666666666668,50.0,50.0,Fakultas Teknik
STU_04163,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,74.3,97.9,84.0,72.2,76.4,84.5,83.7,79.8,70.0,32.0,Pendidikan Ilmu Pengetahuan Sosial,78.1,86.1,76.4,84.1,74.9,27.0,34.0,35.0,43.0,36.0,37.0,S,43.0,C,37.0,E,36.0,80.3111111111111,High,31.25,45.83333333333333,47.91666666666667,64.58333333333334,50.0,52.083333333333336,Fakultas Ilmu Sosial
STU_02856,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,78.9,74.7,75.4,73.7,73.2,70.7,75.0,76.8,78.6,28.0,Pendidikan Geografi,74.55000000000001,76.80000000000001,73.2,72.85,77.69999999999999,36.0,45.0,30.0,38.0,33.0,41.0,I,45.0,C,41.0,S,38.0,75.22222222222223,High,50.0,68.75,37.5,54.166666666666664,43.75,60.416666666666664,Fakultas Ilmu Sosial
STU_02182,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,76.6,71.1,88.2,93.0,89.9,78.5,70.0,71.0,85.1,46.0,Pendidikan Teknik Elektronika,90.6,73.85,89.9,74.25,78.05,44.0,45.0,22.0,26.0,39.0,36.0,I,45.0,R,44.0,E,39.0,80.37777777777778,High,66.66666666666666,68.75,20.833333333333336,29.166666666666668,56.25,50.0,Fakultas Teknik
STU_04408,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,74.1,92.0,86.1,88.2,71.9,78.9,85.4,80.8,89.5,14.0,Keperawatan,87.15,83.05,71.9,82.15,85.15,22.0,47.0,31.0,47.0,31.0,42.0,I,47.0,S,47.0,C,42.0,82.98888888888888,High,20.833333333333336,72.91666666666666,39.58333333333333,72.91666666666666,39.58333333333333,62.5,Fakultas Psikologi Dan Kesehatan
STU_03071,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,77.2,76.6,91.3,87.1,86.2,75.3,70.0,76.2,82.9,46.0,Pendidikan Teknik Elektronika,89.19999999999999,76.9,86.2,72.65,79.55000000000001,38.0,45.0,23.0,29.0,36.0,38.0,I,45.0,R,38.0,C,38.0,80.31111111111112,High,54.166666666666664,68.75,22.916666666666664,35.41666666666667,50.0,54.166666666666664,Fakultas Teknik
STU_04373,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,88.2,86.7,81.2,70.7,83.8,87.0,73.8,70.1,78.8,42.0,Pendidikan Sosiologi,75.95,87.45,83.8,80.4,74.44999999999999,26.0,40.0,34.0,45.0,44.0,42.0,S,45.0,E,44.0,C,42.0,80.03333333333333,High,29.166666666666668,58.333333333333336,45.83333333333333,68.75,66.66666666666666,62.5,Fakultas Ilmu Sosial
STU_03443,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,82.6,76.8,87.6,78.2,74.0,70.0,82.2,79.5,74.8,4.0,Akuntansi,82.9,79.69999999999999,74.0,76.1,77.15,29.0,40.0,26.0,33.0,46.0,47.0,C,47.0,E,46.0,I,40.0,78.4111111111111,High,35.41666666666667,58.333333333333336,29.166666666666668,43.75,70.83333333333334,72.91666666666666,Fakultas Ekonomi Dan Bisnis
STU_04299,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,83.8,81.7,80.0,92.7,77.4,79.4,85.5,70.0,79.3,54.0,Perpustakaan Dan Ilmu Informasi,86.35,82.75,77.4,82.45,74.65,30.0,38.0,28.0,36.0,34.0,44.0,C,44.0,I,38.0,S,36.0,81.08888888888889,High,37.5,54.166666666666664,33.33333333333333,50.0,45.83333333333333,66.66666666666666,Fakultas Ilmu Pendidikan
STU_00099,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,71.7,88.7,85.0,72.3,75.7,88.9,82.0,76.7,74.0,18.0,Manajemen Perhotelan,78.65,80.2,75.7,85.45,75.35,28.0,33.0,38.0,50.0,43.0,34.0,S,50.0,E,43.0,A,38.0,79.44444444444444,High,33.33333333333333,43.75,54.166666666666664,79.16666666666666,64.58333333333334,45.83333333333333,Fakultas Pariwisata Dan Perhotelan
STU_02973,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,79.6,90.1,70.0,72.3,76.2,82.0,87.1,77.6,70.0,55.0,Psikologi,71.15,84.85,76.2,84.55,73.8,24.0,41.0,34.0,46.0,33.0,36.0,S,46.0,I,41.0,C,36.0,78.32222222222222,High,25.0,60.416666666666664,45.83333333333333,70.83333333333334,43.75,50.0,Fakultas Psikologi Dan Kesehatan
STU_00733,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,73.2,87.1,94.3,84.2,96.0,77.0,78.1,71.5,70.0,45.0,Pendidikan Teknik Elektro,89.25,80.15,96.0,77.55,70.75,44.0,51.0,24.0,27.0,32.0,44.0,I,51.0,R,44.0,C,44.0,81.26666666666667,High,66.66666666666666,81.25,25.0,31.25,41.66666666666667,66.66666666666666,Fakultas Teknik
STU_03952,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,79.2,89.7,94.5,74.9,74.3,94.2,93.1,80.0,73.8,26.0,Pendidikan Ekonomi,84.7,84.45,74.3,93.65,76.9,33.0,43.0,26.0,40.0,45.0,46.0,C,46.0,E,45.0,I,43.0,83.74444444444444,High,43.75,64.58333333333334,29.166666666666668,58.333333333333336,68.75,70.83333333333334,Fakultas Ekonomi Dan Bisnis
STU_00772,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,83.0,82.5,87.3,79.8,81.9,89.8,89.7,77.8,70.0,54.0,Perpustakaan Dan Ilmu Informasi,83.55,82.75,81.9,89.75,73.9,23.0,41.0,29.0,36.0,36.0,47.0,C,47.0,I,41.0,E,36.0,82.42222222222222,High,22.916666666666664,60.416666666666664,35.41666666666667,50.0,50.0,72.91666666666666,Fakultas Ilmu Pendidikan
STU_04070,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,83.9,83.1,100.0,86.6,80.0,75.5,74.80000000000001,79.8,70.0,63.0,Teknik Listrik,93.3,83.5,80.0,75.15,74.9,45.0,43.0,23.0,24.0,33.0,34.0,R,45.0,I,43.0,C,34.0,81.52222222222223,High,68.75,64.58333333333334,22.916666666666664,25.0,43.75,45.83333333333333,Fakultas Teknik
STU_01367,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,75.2,75.55,80.8,81.0,85.8,85.4,78.2,83.2,79.0,68.0,Teknik Sipil Bangunan Gedung,80.9,75.375,85.8,81.80000000000001,81.1,45.0,37.0,23.0,26.0,33.0,35.0,R,45.0,I,37.0,C,35.0,80.46111111111112,High,68.75,52.083333333333336,22.916666666666664,29.166666666666668,43.75,47.91666666666667,Fakultas Teknik
